ID,RO_ID,RA_FILE_DETAILS_ID,RA_ROSTER_DETAILS_ID,RA_PLM_RO_PROF_DATA_ID,SRC_SYS,ORG_NM,CNT_STATE,LOB,RUN_NO,FILE_STATUS_CD,LATEST_STAGE_NM,PRE_PROCESSING_DURATION,MAPPING_APROVAL_DURATION,ISF_GEN_DURATION,DART_GEN_DURATION,DART_REVIEW_DURATION,DART_UI_VALIDATION_DURATION,SPS_LOAD_DURATION,AVG_PRE_PROCESSING_DURATION,AVG_MAPPING_APROVAL_DURATION,AVG_ISF_GEN_DURATION,AVG_DART_GEN_DURATION,AVG_DART_REVIEW_DURATION,AVG_DART_UI_VALIDATION_DURATION,AVG_SPS_LOAD_DURATION,PRE_PROCESSING_HEALTH,MAPPING_APROVAL_HEALTH,ISF_GEN_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,DART_UI_VALIDATION_HEALTH,SPS_LOAD_HEALTH,IS_STUCK,IS_FAILED,FAILURE_STATUS
490,RO_1489,F_2489,R_3489,P_4489,Demographic,MercyOne Medical Group,NY,Medicaid FFS,1,54,PRE_PROCESSING,2,3,17,20,21,4,13,10,5,15,20,25,12,10,Yellow,Yellow,Red,Green,Green,Yellow,Green,0,0,
491,RO_1490,F_2490,R_3490,P_4490,Salesforce,UCSF Medical Center,NY,Commercial PPO/EPO,4,55,DART_GEN,6,8,29,88,10,18,3,10,5,15,20,25,12,10,Red,Red,Yellow,Green,Green,Red,Red,1,1,Missing NPI
492,RO_1491,F_2491,R_3491,P_4491,Demographic,Northwestern Memorial,CA,Commercial PPO/EPO,1,40,STOPPED,14,12,21,37,1,15,10,10,5,15,20,25,12,10,Green,Green,Red,Green,Yellow,Yellow,Red,1,0,
493,RO_1492,F_2492,R_3492,P_4492,AvailityPDM,UCSF Medical Center,KS,Commercial PPO/EPO,1,15,DART_UI_VALIDATION,4,1,26,78,11,0,9,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Yellow,Red,Yellow,0,1,Network Gap
494,RO_1493,F_2493,R_3493,P_4493,Salesforce,Johns Hopkins Hospital,KS,Medicare HMO,2,21,SPS_LOAD,6,10,26,72,29,11,13,10,5,15,20,25,12,10,Yellow,Red,Yellow,Yellow,Green,Green,Yellow,0,0,
495,RO_1494,F_2494,R_3494,P_4494,AvailityPDM,Cedars-Sinai Medical Care Foundation,NY,Medicare HMO,1,47,RESOLVED,19,4,14,68,35,1,14,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Red,Green,Red,0,0,
496,RO_1495,F_2495,R_3495,P_4495,AvailityPDM,Mayo Clinic,NY,Medicaid Managed Care,3,73,RESOLVED,6,3,25,14,17,7,9,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Red,Red,Yellow,0,0,
497,RO_1496,F_2496,R_3496,P_4496,Salesforce,Kaiser Permanente,CA,Medicaid Managed Care,3,53,PRE_PROCESSING,2,6,16,60,25,17,10,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Yellow,Red,Green,0,1,Missing NPI
498,RO_1497,F_2497,R_3497,P_4497,Demographic,Mayo Clinic,NY,Commercial PPO/EPO,4,9,PRE_PROCESSING,18,7,19,30,6,15,2,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Yellow,Yellow,Red,0,0,
499,RO_1498,F_2498,R_3498,P_4498,Salesforce,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,1,74,DART_UI_VALIDATION,13,4,25,21,0,4,14,10,5,15,20,25,12,10,Red,Yellow,Green,Green,Green,Green,Red,0,0,
500,RO_1499,F_2499,R_3499,P_4499,Demographic,Norton Hospitals,KS,Commercial PPO/EPO,4,52,STOPPED,9,7,14,59,25,12,3,10,5,15,20,25,12,10,Red,Red,Yellow,Green,Green,Yellow,Green,0,1,Complete Validation Failure
501,RO_1500,F_2500,R_3500,P_4500,AvailityPDM,Kaiser Permanente,NY,Medicare HMO,3,57,STOPPED,23,9,18,13,22,18,14,10,5,15,20,25,12,10,Green,Red,Red,Yellow,Yellow,Red,Green,0,0,
502,RO_1501,F_2501,R_3501,P_4501,ProviderGroup,Johns Hopkins Hospital,NY,Medicare HMO,1,26,DART_REVIEW,19,11,17,51,25,2,4,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Green,Green,Green,0,1,Missing NPI
503,RO_1502,F_2502,R_3502,P_4502,Salesforce,Northwestern Memorial,NY,Medicaid Managed Care,1,41,DART_REVIEW,13,2,9,47,5,7,9,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Yellow,Red,Green,0,1,Complete Validation Failure
504,RO_1503,F_2503,R_3503,P_4503,ProviderGroup,Massachusetts General,CA,Commercial PPO/EPO,4,35,STOPPED,11,11,10,34,5,11,3,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Green,Yellow,Yellow,0,1,Duplicate Record
505,RO_1504,F_2504,R_3504,P_4504,Demographic,Cedars-Sinai Medical Care Foundation,KS,Commercial PPO/EPO,3,63,ISF_GEN,1,3,28,23,7,1,13,10,5,15,20,25,12,10,Red,Yellow,Yellow,Yellow,Yellow,Red,Red,1,1,Network Gap
506,RO_1505,F_2505,R_3505,P_4505,Salesforce,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,1,25,SPS_LOAD,24,5,6,41,23,10,7,10,5,15,20,25,12,10,Green,Yellow,Green,Red,Red,Yellow,Red,0,0,
507,RO_1506,F_2506,R_3506,P_4506,ProviderGroup,Massachusetts General,KS,Medicare HMO,4,90,SPS_LOAD,22,3,26,20,21,11,12,10,5,15,20,25,12,10,Green,Green,Red,Red,Green,Green,Yellow,0,0,
508,RO_1507,F_2507,R_3507,P_4507,ProviderGroup,Northwestern Memorial,NY,Medicaid FFS,3,75,DART_UI_VALIDATION,7,11,21,70,18,17,3,10,5,15,20,25,12,10,Green,Green,Green,Green,Green,Green,Red,1,1,Network Gap
509,RO_1508,F_2508,R_3508,P_4508,Salesforce,UCSF Medical Center,KS,Medicaid Managed Care,4,38,MAPPING_APPROVAL,21,8,8,27,36,12,7,10,5,15,20,25,12,10,Yellow,Red,Green,Yellow,Red,Yellow,Yellow,0,0,
510,RO_1509,F_2509,R_3509,P_4509,ProviderGroup,Norton Hospitals,KS,Medicaid FFS,2,2,STOPPED,15,12,18,36,17,4,7,10,5,15,20,25,12,10,Yellow,Red,Yellow,Red,Red,Green,Yellow,0,1,Complete Validation Failure
511,RO_1510,F_2510,R_3510,P_4510,Salesforce,UCSF Medical Center,KS,Medicare HMO,1,7,DART_REVIEW,1,10,14,64,30,11,9,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Yellow,Green,Yellow,1,1,Invalid Taxonomy
512,RO_1511,F_2511,R_3511,P_4511,ProviderGroup,Northwestern Memorial,NY,Commercial PPO/EPO,2,82,SPS_LOAD,12,8,7,63,36,1,2,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Green,Green,Red,0,0,
513,RO_1512,F_2512,R_3512,P_4512,AvailityPDM,Kaiser Permanente,NY,Medicare HMO,3,91,DART_GEN,7,8,29,111,29,4,13,10,5,15,20,25,12,10,Red,Red,Green,Red,Red,Red,Red,0,1,Duplicate Record
514,RO_1513,F_2513,R_3513,P_4513,Salesforce,MercyOne Medical Group,CA,Medicaid FFS,2,34,STOPPED,15,12,7,53,32,6,6,10,5,15,20,25,12,10,Green,Red,Yellow,Green,Yellow,Yellow,Green,0,1,Invalid Taxonomy
515,RO_1514,F_2514,R_3514,P_4514,AvailityPDM,Mayo Clinic,CA,Medicaid Managed Care,2,91,SPS_LOAD,21,12,19,14,9,11,9,10,5,15,20,25,12,10,Green,Yellow,Green,Yellow,Red,Red,Yellow,0,1,Invalid Taxonomy
516,RO_1515,F_2515,R_3515,P_4515,AvailityPDM,Johns Hopkins Hospital,CA,Medicare HMO,3,17,DART_UI_VALIDATION,19,9,10,50,36,15,12,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Green,Yellow,Green,1,1,Complete Validation Failure
517,RO_1516,F_2516,R_3516,P_4516,ProviderGroup,Norton Hospitals,CA,Commercial PPO/EPO,4,43,DART_UI_VALIDATION,1,4,21,68,11,7,12,10,5,15,20,25,12,10,Yellow,Red,Yellow,Yellow,Green,Red,Yellow,1,1,Missing NPI
518,RO_1517,F_2517,R_3517,P_4517,Demographic,Northwestern Memorial,KS,Medicaid FFS,2,59,RESOLVED,17,5,16,63,29,8,2,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Yellow,Green,Yellow,Yellow,0,1,Network Gap
519,RO_1518,F_2518,R_3518,P_4518,AvailityPDM,Cleveland Clinic,CA,Medicare HMO,4,51,RESOLVED,17,5,26,31,26,14,2,10,5,15,20,25,12,10,Yellow,Red,Yellow,Yellow,Green,Red,Red,0,0,
520,RO_1519,F_2519,R_3519,P_4519,AvailityPDM,Kaiser Permanente,CA,Commercial PPO/EPO,2,54,PRE_PROCESSING,3,8,24,74,38,4,13,10,5,15,20,25,12,10,Yellow,Green,Red,Red,Yellow,Yellow,Red,0,0,
521,RO_1520,F_2520,R_3520,P_4520,AvailityPDM,Northwestern Memorial,CA,Commercial PPO/EPO,4,24,STOPPED,12,7,28,73,8,12,14,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Yellow,Green,Green,0,1,Network Gap
522,RO_1521,F_2521,R_3521,P_4521,Demographic,Johns Hopkins Hospital,NY,Medicare HMO,3,25,ISF_GEN,6,9,15,13,20,4,5,10,5,15,20,25,12,10,Yellow,Green,Green,Yellow,Red,Green,Green,0,1,Missing NPI
523,RO_1522,F_2522,R_3522,P_4522,Demographic,MercyOne Medical Group,KS,Medicaid FFS,2,71,RESOLVED,11,14,29,74,11,10,10,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Green,Yellow,Red,0,0,
524,RO_1523,F_2523,R_3523,P_4523,AvailityPDM,Cedars-Sinai Medical Care Foundation,NY,Commercial PPO/EPO,3,52,ISF_GEN,3,8,8,24,28,9,10,10,5,15,20,25,12,10,Red,Yellow,Yellow,Yellow,Green,Green,Yellow,0,0,
525,RO_1524,F_2524,R_3524,P_4524,Demographic,UCSF Medical Center,KS,Medicaid Managed Care,2,70,DART_GEN,8,2,10,90,32,19,12,10,5,15,20,25,12,10,Red,Red,Red,Yellow,Green,Red,Red,0,0,
526,RO_1525,F_2525,R_3525,P_4525,Demographic,Cleveland Clinic,CA,Medicaid FFS,3,88,MAPPING_APPROVAL,14,10,5,56,14,12,10,10,5,15,20,25,12,10,Green,Red,Red,Red,Yellow,Green,Green,0,0,
527,RO_1526,F_2526,R_3526,P_4526,Demographic,Cedars-Sinai Medical Care Foundation,NY,Commercial PPO/EPO,3,33,STOPPED,14,12,24,55,1,8,8,10,5,15,20,25,12,10,Yellow,Green,Green,Green,Green,Green,Yellow,0,1,Network Gap
528,RO_1527,F_2527,R_3527,P_4527,Salesforce,UCSF Medical Center,KS,Medicare HMO,2,49,DART_REVIEW,10,4,27,23,38,13,11,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Yellow,Yellow,Green,0,1,Missing NPI
529,RO_1528,F_2528,R_3528,P_4528,AvailityPDM,UCSF Medical Center,NY,Medicare HMO,2,29,DART_GEN,2,6,20,89,17,17,9,10,5,15,20,25,12,10,Yellow,Yellow,Green,Red,Red,Green,Red,0,0,
530,RO_1529,F_2529,R_3529,P_4529,Demographic,UCSF Medical Center,NY,Medicaid FFS,2,63,ISF_GEN,14,12,19,29,2,14,2,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Red,Red,Green,0,0,
531,RO_1530,F_2530,R_3530,P_4530,Salesforce,UCSF Medical Center,KS,Commercial PPO/EPO,1,22,ISF_GEN,9,2,21,59,6,9,5,10,5,15,20,25,12,10,Yellow,Green,Green,Green,Yellow,Green,Red,0,0,
532,RO_1531,F_2531,R_3531,P_4531,ProviderGroup,UCSF Medical Center,KS,Commercial PPO/EPO,4,26,ISF_GEN,3,7,12,42,17,6,14,10,5,15,20,25,12,10,Red,Red,Green,Green,Green,Yellow,Green,0,1,Duplicate Record
533,RO_1532,F_2532,R_3532,P_4532,ProviderGroup,Norton Hospitals,CA,Medicaid FFS,1,28,DART_UI_VALIDATION,21,3,16,68,37,7,7,10,5,15,20,25,12,10,Green,Green,Red,Red,Green,Red,Red,0,0,
534,RO_1533,F_2533,R_3533,P_4533,Demographic,Johns Hopkins Hospital,CA,Medicaid FFS,1,85,MAPPING_APPROVAL,8,13,26,52,36,2,6,10,5,15,20,25,12,10,Yellow,Yellow,Green,Yellow,Red,Green,Yellow,1,0,
535,RO_1534,F_2534,R_3534,P_4534,AvailityPDM,Massachusetts General,CA,Medicaid FFS,3,49,DART_GEN,16,3,25,116,32,14,6,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Green,Green,Yellow,0,0,
536,RO_1535,F_2535,R_3535,P_4535,Demographic,Norton Hospitals,NY,Medicaid Managed Care,2,71,SPS_LOAD,2,11,14,49,30,15,7,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Red,Green,Red,0,0,
537,RO_1536,F_2536,R_3536,P_4536,ProviderGroup,Johns Hopkins Hospital,CA,Medicaid Managed Care,4,81,DART_UI_VALIDATION,6,2,19,29,10,3,3,10,5,15,20,25,12,10,Green,Red,Yellow,Green,Green,Green,Red,0,0,
538,RO_1537,F_2537,R_3537,P_4537,AvailityPDM,Cleveland Clinic,KS,Medicaid Managed Care,3,84,MAPPING_APPROVAL,21,11,13,47,3,5,13,10,5,15,20,25,12,10,Red,Yellow,Red,Red,Yellow,Red,Red,0,0,
539,RO_1538,F_2538,R_3538,P_4538,AvailityPDM,Mayo Clinic,NY,Medicare HMO,1,49,RESOLVED,12,8,6,12,17,0,3,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Yellow,Green,Green,0,0,
540,RO_1539,F_2539,R_3539,P_4539,ProviderGroup,Norton Hospitals,KS,Medicaid Managed Care,2,20,STOPPED,5,6,9,37,3,3,10,10,5,15,20,25,12,10,Green,Yellow,Yellow,Red,Yellow,Green,Green,1,1,Complete Validation Failure
541,RO_1540,F_2540,R_3540,P_4540,Salesforce,Cleveland Clinic,NY,Medicaid Managed Care,3,86,RESOLVED,2,1,10,65,33,10,9,10,5,15,20,25,12,10,Red,Green,Red,Green,Green,Yellow,Yellow,0,0,
542,RO_1541,F_2541,R_3541,P_4541,Salesforce,Cedars-Sinai Medical Care Foundation,KS,Medicaid Managed Care,2,92,DART_GEN,16,12,11,74,28,11,14,10,5,15,20,25,12,10,Green,Red,Red,Yellow,Red,Yellow,Red,1,1,Complete Validation Failure
543,RO_1542,F_2542,R_3542,P_4542,Demographic,Cleveland Clinic,KS,Commercial PPO/EPO,3,63,ISF_GEN,5,1,25,75,23,4,8,10,5,15,20,25,12,10,Green,Green,Red,Red,Yellow,Yellow,Yellow,1,1,Complete Validation Failure
544,RO_1543,F_2543,R_3543,P_4543,AvailityPDM,Kaiser Permanente,CA,Medicaid Managed Care,2,61,SPS_LOAD,15,7,29,46,21,15,5,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Green,Red,Red,0,1,Complete Validation Failure
545,RO_1544,F_2544,R_3544,P_4544,Demographic,Cedars-Sinai Medical Care Foundation,CA,Medicaid FFS,1,49,PRE_PROCESSING,12,8,5,58,1,12,6,10,5,15,20,25,12,10,Green,Green,Green,Red,Red,Red,Yellow,0,1,Missing NPI
546,RO_1545,F_2545,R_3545,P_4545,AvailityPDM,Northwestern Memorial,NY,Medicaid Managed Care,4,71,DART_GEN,4,5,27,77,5,12,11,10,5,15,20,25,12,10,Green,Red,Red,Red,Red,Green,Yellow,0,0,
547,RO_1546,F_2546,R_3546,P_4546,ProviderGroup,Cleveland Clinic,CA,Medicare HMO,1,1,PRE_PROCESSING,15,12,11,45,24,16,12,10,5,15,20,25,12,10,Red,Red,Red,Green,Red,Red,Red,0,0,
548,RO_1547,F_2547,R_3547,P_4547,AvailityPDM,MercyOne Medical Group,NY,Medicare HMO,4,96,ISF_GEN,11,11,24,63,20,6,10,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Green,Green,Yellow,0,0,
549,RO_1548,F_2548,R_3548,P_4548,AvailityPDM,Norton Hospitals,KS,Medicaid Managed Care,2,13,STOPPED,16,5,29,35,15,7,1,10,5,15,20,25,12,10,Yellow,Red,Green,Yellow,Yellow,Green,Green,0,1,Complete Validation Failure
550,RO_1549,F_2549,R_3549,P_4549,ProviderGroup,Cleveland Clinic,NY,Medicaid FFS,3,94,ISF_GEN,23,4,16,49,30,12,10,10,5,15,20,25,12,10,Green,Yellow,Green,Yellow,Yellow,Yellow,Green,0,1,Address Mismatch
551,RO_1550,F_2550,R_3550,P_4550,Salesforce,UCSF Medical Center,KS,Medicaid FFS,1,87,STOPPED,6,14,20,52,13,15,12,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Yellow,Green,Green,0,0,
552,RO_1551,F_2551,R_3551,P_4551,ProviderGroup,Cleveland Clinic,KS,Commercial PPO/EPO,4,51,PRE_PROCESSING,14,6,20,31,38,3,1,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Yellow,Yellow,Green,0,0,
553,RO_1552,F_2552,R_3552,P_4552,AvailityPDM,MercyOne Medical Group,KS,Medicaid FFS,1,56,ISF_GEN,18,14,15,29,27,7,4,10,5,15,20,25,12,10,Green,Yellow,Yellow,Yellow,Red,Green,Red,0,0,
554,RO_1553,F_2553,R_3553,P_4553,ProviderGroup,Massachusetts General,NY,Commercial PPO/EPO,4,83,PRE_PROCESSING,12,6,25,17,31,15,2,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Red,Yellow,Green,0,1,Network Gap
555,RO_1554,F_2554,R_3554,P_4554,AvailityPDM,Massachusetts General,NY,Commercial PPO/EPO,1,62,ISF_GEN,11,3,8,38,27,9,11,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Green,Green,Red,0,0,
556,RO_1555,F_2555,R_3555,P_4555,Salesforce,MercyOne Medical Group,CA,Medicaid FFS,4,32,DART_REVIEW,13,9,17,49,8,11,7,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Yellow,Yellow,Red,0,0,
557,RO_1556,F_2556,R_3556,P_4556,Salesforce,MercyOne Medical Group,CA,Medicaid FFS,4,30,ISF_GEN,21,12,11,39,21,11,2,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Red,Green,Green,0,0,
558,RO_1557,F_2557,R_3557,P_4557,AvailityPDM,Cedars-Sinai Medical Care Foundation,KS,Commercial PPO/EPO,2,29,STOPPED,23,11,8,64,31,4,10,10,5,15,20,25,12,10,Yellow,Red,Green,Green,Red,Red,Red,1,0,
559,RO_1558,F_2558,R_3558,P_4558,Salesforce,Massachusetts General,KS,Medicare HMO,4,49,SPS_LOAD,11,14,19,25,4,15,2,10,5,15,20,25,12,10,Green,Green,Green,Red,Green,Green,Yellow,0,1,Network Gap
560,RO_1559,F_2559,R_3559,P_4559,ProviderGroup,Norton Hospitals,NY,Medicaid Managed Care,2,45,PRE_PROCESSING,23,7,23,55,22,0,5,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Yellow,Yellow,Red,0,0,
561,RO_1560,F_2560,R_3560,P_4560,Salesforce,Mayo Clinic,CA,Medicare HMO,4,93,DART_REVIEW,16,1,13,71,4,8,4,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Red,Yellow,Red,0,1,Address Mismatch
562,RO_1561,F_2561,R_3561,P_4561,Demographic,Kaiser Permanente,NY,Medicaid FFS,3,30,MAPPING_APPROVAL,15,13,15,16,31,11,8,10,5,15,20,25,12,10,Green,Green,Red,Red,Yellow,Red,Red,0,0,
563,RO_1562,F_2562,R_3562,P_4562,Salesforce,Norton Hospitals,NY,Medicaid FFS,3,16,DART_GEN,21,7,12,94,9,4,4,10,5,15,20,25,12,10,Green,Red,Green,Green,Red,Green,Red,0,1,Address Mismatch
564,RO_1563,F_2563,R_3563,P_4563,Demographic,Kaiser Permanente,NY,Commercial PPO/EPO,3,40,RESOLVED,15,5,5,68,38,19,14,10,5,15,20,25,12,10,Red,Green,Green,Red,Green,Green,Yellow,0,1,Complete Validation Failure
565,RO_1564,F_2564,R_3564,P_4564,ProviderGroup,Norton Hospitals,KS,Medicaid Managed Care,4,19,STOPPED,4,5,27,65,14,2,12,10,5,15,20,25,12,10,Red,Yellow,Red,Green,Green,Green,Yellow,0,1,Complete Validation Failure
566,RO_1565,F_2565,R_3565,P_4565,Salesforce,Cleveland Clinic,KS,Medicaid FFS,2,18,RESOLVED,11,14,29,57,6,4,6,10,5,15,20,25,12,10,Yellow,Yellow,Red,Green,Green,Yellow,Green,0,0,
567,RO_1566,F_2566,R_3566,P_4566,Salesforce,Mayo Clinic,CA,Medicaid Managed Care,2,1,ISF_GEN,19,13,28,36,28,1,5,10,5,15,20,25,12,10,Red,Yellow,Red,Red,Green,Green,Yellow,0,1,Address Mismatch
568,RO_1567,F_2567,R_3567,P_4567,Salesforce,UCSF Medical Center,KS,Medicare HMO,4,78,DART_GEN,15,2,12,109,2,13,11,10,5,15,20,25,12,10,Yellow,Green,Red,Green,Red,Red,Red,0,0,
569,RO_1568,F_2568,R_3568,P_4568,ProviderGroup,Johns Hopkins Hospital,KS,Medicaid Managed Care,3,47,SPS_LOAD,4,4,17,44,18,1,14,10,5,15,20,25,12,10,Red,Red,Red,Red,Red,Red,Yellow,0,1,Missing NPI
570,RO_1569,F_2569,R_3569,P_4569,ProviderGroup,UCSF Medical Center,NY,Medicare HMO,3,66,ISF_GEN,21,12,26,60,9,12,2,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Green,Green,Red,0,1,Invalid Taxonomy
571,RO_1570,F_2570,R_3570,P_4570,Demographic,Massachusetts General,KS,Medicaid FFS,2,92,ISF_GEN,13,6,8,46,27,6,11,10,5,15,20,25,12,10,Green,Red,Red,Yellow,Red,Green,Green,1,1,Missing NPI
572,RO_1571,F_2571,R_3571,P_4571,AvailityPDM,Mayo Clinic,NY,Medicaid FFS,3,94,STOPPED,22,10,12,66,28,9,13,10,5,15,20,25,12,10,Red,Red,Red,Green,Green,Green,Green,0,0,
573,RO_1572,F_2572,R_3572,P_4572,ProviderGroup,Norton Hospitals,CA,Commercial PPO/EPO,1,38,DART_REVIEW,19,11,7,17,14,12,12,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Red,Red,Green,0,0,
574,RO_1573,F_2573,R_3573,P_4573,Salesforce,Kaiser Permanente,KS,Medicare HMO,2,51,ISF_GEN,2,7,13,29,34,15,14,10,5,15,20,25,12,10,Red,Green,Yellow,Red,Green,Green,Green,0,0,
575,RO_1574,F_2574,R_3574,P_4574,Demographic,Mayo Clinic,CA,Medicare HMO,3,63,DART_UI_VALIDATION,14,11,6,62,5,13,8,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Red,Yellow,Red,0,0,
576,RO_1575,F_2575,R_3575,P_4575,Salesforce,Cleveland Clinic,KS,Medicaid Managed Care,2,4,RESOLVED,4,5,6,21,11,10,2,10,5,15,20,25,12,10,Yellow,Red,Green,Red,Red,Red,Green,1,1,Address Mismatch
577,RO_1576,F_2576,R_3576,P_4576,Salesforce,Norton Hospitals,NY,Commercial PPO/EPO,1,1,MAPPING_APPROVAL,16,9,17,58,37,9,9,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Yellow,Red,Yellow,0,1,Network Gap
578,RO_1577,F_2577,R_3577,P_4577,ProviderGroup,Cleveland Clinic,KS,Commercial PPO/EPO,2,8,DART_GEN,21,3,19,89,12,5,9,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Yellow,Yellow,Green,0,0,
579,RO_1578,F_2578,R_3578,P_4578,AvailityPDM,Mayo Clinic,NY,Commercial PPO/EPO,2,29,SPS_LOAD,20,1,27,73,28,3,3,10,5,15,20,25,12,10,Red,Red,Green,Yellow,Yellow,Yellow,Red,0,1,Missing NPI
580,RO_1579,F_2579,R_3579,P_4579,Salesforce,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,2,55,SPS_LOAD,14,4,16,51,18,0,4,10,5,15,20,25,12,10,Green,Yellow,Yellow,Red,Yellow,Yellow,Green,0,0,
581,RO_1580,F_2580,R_3580,P_4580,ProviderGroup,Cleveland Clinic,NY,Medicaid FFS,2,3,ISF_GEN,15,9,8,38,2,6,8,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Red,Yellow,Yellow,1,0,
582,RO_1581,F_2581,R_3581,P_4581,Demographic,Johns Hopkins Hospital,NY,Medicaid FFS,1,32,MAPPING_APPROVAL,3,4,12,28,7,8,9,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Red,Red,Green,0,1,Network Gap
583,RO_1582,F_2582,R_3582,P_4582,Salesforce,Johns Hopkins Hospital,CA,Medicaid Managed Care,4,10,PRE_PROCESSING,8,2,13,20,7,7,3,10,5,15,20,25,12,10,Green,Green,Red,Green,Yellow,Yellow,Yellow,1,1,Missing NPI
584,RO_1583,F_2583,R_3583,P_4583,Demographic,Massachusetts General,CA,Medicaid Managed Care,2,74,DART_GEN,16,10,27,93,19,4,5,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Green,Green,Yellow,Green,0,0,
585,RO_1584,F_2584,R_3584,P_4584,ProviderGroup,Johns Hopkins Hospital,NY,Medicare HMO,2,83,STOPPED,10,14,9,67,3,18,11,10,5,15,20,25,12,10,Green,Yellow,Green,Red,Green,Yellow,Red,0,1,Network Gap
586,RO_1585,F_2585,R_3585,P_4585,ProviderGroup,Cleveland Clinic,KS,Medicaid FFS,3,34,STOPPED,4,14,28,43,20,9,8,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Green,Red,Green,0,0,
587,RO_1586,F_2586,R_3586,P_4586,ProviderGroup,MercyOne Medical Group,NY,Commercial PPO/EPO,2,97,SPS_LOAD,18,5,24,29,2,10,3,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Green,Yellow,Green,1,0,
588,RO_1587,F_2587,R_3587,P_4587,ProviderGroup,Massachusetts General,NY,Medicaid FFS,3,87,ISF_GEN,2,3,22,59,7,14,7,10,5,15,20,25,12,10,Yellow,Yellow,Red,Green,Green,Yellow,Red,0,0,
589,RO_1588,F_2588,R_3588,P_4588,ProviderGroup,Massachusetts General,KS,Medicaid Managed Care,4,55,MAPPING_APPROVAL,17,13,15,19,22,5,11,10,5,15,20,25,12,10,Green,Red,Yellow,Green,Green,Green,Green,0,1,Duplicate Record
590,RO_1589,F_2589,R_3589,P_4589,AvailityPDM,Cleveland Clinic,NY,Medicaid FFS,1,92,ISF_GEN,13,12,19,41,15,14,8,10,5,15,20,25,12,10,Yellow,Red,Green,Yellow,Yellow,Yellow,Green,1,0,
591,RO_1590,F_2590,R_3590,P_4590,Demographic,UCSF Medical Center,NY,Commercial PPO/EPO,1,32,RESOLVED,4,13,26,61,12,4,10,10,5,15,20,25,12,10,Red,Green,Red,Green,Red,Red,Red,0,0,
592,RO_1591,F_2591,R_3591,P_4591,AvailityPDM,Mayo Clinic,CA,Medicaid Managed Care,4,50,PRE_PROCESSING,11,9,13,24,2,18,11,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Yellow,Yellow,Yellow,0,0,
593,RO_1592,F_2592,R_3592,P_4592,Demographic,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,1,7,STOPPED,7,4,21,12,8,18,14,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Red,Yellow,Red,0,1,Missing NPI
594,RO_1593,F_2593,R_3593,P_4593,Salesforce,Johns Hopkins Hospital,KS,Medicaid FFS,4,93,STOPPED,12,6,16,46,13,9,3,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Red,Red,Red,0,0,
